"item","rarity","enchantment","damage","damage_type","weight_kg","price_gp","shared_properties","shared_action","special","where_to_find","source_url"
"Staff of a Mumbling Wizard","Uncommon","","1d6","Bludgeoning","1.8","10","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Firebolt?; Cast as a cantrip at will, but has a 1/20 chance to cause a Fireball explosion.","Circus of the Last Days X: -68 Y: -73: Given as a consolation prize by Akabi after failing to win the jackpot at the Wheel of Fortune","https://bg3.wiki/wiki/Quarterstaves"
"Staff of Arcane Blessing","Uncommon","","1d6","Bludgeoning","1.8","100","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Mystra's Blessing; Creatures you Bless also gain Mystra's Blessing for an additional 1d4 bonus to spell attack rolls.[See: Bugs]; Bless; Cast as a level 1 spell ( Recharge: Long rest.)","Arcane Tower X: 164 Y: 432: Leaning against a table in the basement","https://bg3.wiki/wiki/Quarterstaves"
"Staff of Crones","Uncommon","","1d6","Bludgeoning","1.8","430","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Ray of Sickness; Cast as a level 1 spell ( Recharge: Short rest.)","Overgrown Tunnel X: -416 Y: 599: On the ground in the treasure room of the Ancient Abode (the Hag's lair) beneath Auntie Ethel's Teahouse","https://bg3.wiki/wiki/Quarterstaves"
"Bigboy's Chew Toy","Rare","+1","1d6 + 1","Bludgeoning","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Whossa Large Fellow?; Grow in size to become stronger. ( Recharge: Long rest.)","Moonrise Towers X: -164 Y: -167: Sold by Lann Tarv on the main floor","https://bg3.wiki/wiki/Quarterstaves"
"Cacophony","Rare","+1","1d6 + 1; 1d4","Bludgeoning; Thunder","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Thunderous Smite ( + ); Cast as a level 1 spell ( Recharge: Short rest.)","Rosymorn Monastery Trail X: -43 Y: -129: Sold by Lady Esther, north-east of the Trielta Crags waypoint","https://bg3.wiki/wiki/Quarterstaves"
"Caitiff Staff","Rare","+2","1d6 + 2","Bludgeoning","1.8","190","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.; Caitiff's Restoration; Replenish 1 expended Warlock spell slots. ( Recharge: Long rest.)","Devil's Fee X: -38 Y: 17: Sold by Helsik once her special stock is unlocked; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Quarterstaves"
"Creation's Echo","Rare","","1d6","Bludgeoning","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Elemental Resonance; If the wielder deals Acid, Fire, Lightning, Radiant, or Necrotic damage, it becomes resistant to that damage type for 2 turns.","Ebonlake Grotto X: 144 Y: 29: Sold by Omeluum after completing the quest Help Omeluum Investigate the Parasite","https://bg3.wiki/wiki/Quarterstaves"
"Despair of Athkatla","Rare","+2","1d6 + 2","Bludgeoning","1.8","190","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.","Ramazith's Tower X: 4960 Y: 705: Carried by Lorroakan's body after fighting him","https://bg3.wiki/wiki/Quarterstaves"
"Gold Wyrmling Staff","Rare","+1","1d6 + 1; 1d4","Bludgeoning; Fire","1.8","320","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Fire Bolt; Cast as a cantrip at will.","Shattered Sanctum X: 272 Y: -31: Sold by Roah Moonglow, to the left beyond the sanctum entrance; Sorcerous Sundries X: -2 Y: -66: On a pedestal beneath the stained glass window behind the lava and water elementals on the ground floor","https://bg3.wiki/wiki/Quarterstaves"
"Harper Sacredstriker","Rare","+1","1d6 + 1","Bludgeoning","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Spiritual Weapon; Cast as a level 6 spell ( Recharge: Long rest.)","Sorcerous Sundries X: -14 Y: -72: Sold by Lorroakan's Projection or Rolan on the ground floor; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Quarterstaves"
"Hollow's Staff","Rare","+1","1d6 + 1; 1d4","Bludgeoning; Necrotic","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Heightened Necromancy; Creatures have Disadvantage on Saving Throws against your necromancy spells.; Arms of Hadar; Cast as a level 3 spell ( Recharge: Long rest.)","Circus of the Last Days X: -82 Y: -33: Carried by Lucretious","https://bg3.wiki/wiki/Quarterstaves"
"Pale Oak","Rare","","1d6","Bludgeoning","1.8","600","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Faithwarden's Stride; Druidic vines cannot Entangled you and do not count as difficult terrain.; Faithwarden's Vines; Cast as a level 1 spell ( Recharge: Long rest.)","Inner Sanctum X: -461 Y: -22: Obtained from Rath or Kagha","https://bg3.wiki/wiki/Quarterstaves"
"Quarterstaff +2","Rare","+2","1d6 + 2","Bludgeoning","1.8","95","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","","Carried by Aelis Siryasius; Carried by Helsik; Carried by Hope; Carried by the Metamage Persecutor in the final fight Atop the Netherbrain if a sorcerer is in the party; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Quarterstaves"
"Staff of Interruption","Rare","+2","1d6 + 2","Bludgeoning","1.8","190","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Counterspell; Cast as a level 5 spell ( Recharge: Long rest.)","Old Garlow's Place at X: -55 Y: -1470: Rewarded by Mayrina after finishing the quest Help the Hag Survivors; Old Garlow's Place at X: -55 Y: -1470: Given by Adrielle, if Mayrina is a captive of the Hag after accepting the quest to kill the Hag","https://bg3.wiki/wiki/Quarterstaves"
"Staff of the Emperor","Rare","+2","1d6 + 2","Bludgeoning","1.8","190","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.; Imperial Retaliation; When the wielder succeeds a Saving Throw, the foe that caused the throw needs to make an Intelligence Saving Throw or be Stunned for 1 turn.","Astral Plane X: -160 Y: -1165: Carried by the Emperor","https://bg3.wiki/wiki/Quarterstaves"
"The Spellsparkler","Rare","","1d6","Bludgeoning","1.8","310","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Electric Veins; When the wielder deals damage with a spell or cantrip, they gain 2 Lightning Charges.","Waukeen's Rest X: -63 Y: 600: Rewarded by Counsellor Florrick for rescuing her from the burning inn during the quest Rescue the Grand Duke.","https://bg3.wiki/wiki/Quarterstaves"
"Incandescent Staff","Very Rare","","1d6","Bludgeoning","1.8","770","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Ranged Spell Attack +1; Resistance to Fire damage; Fire Bolt; Cast as a cantrip at will.; Fireball; Cast as a level 3 spell ( Recharge: Long rest.)","Last Light Inn X: -31 Y: 130: Sold by Quartermaster Talli near the Last Light Inn waypoint; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Quarterstaves"
"Mourning Frost","Very Rare","+1","1d6 + 1; 1d4","Bludgeoning; Cold","1.8","770","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Heart of Ice; When dealing Cold damage, the wielder deals an additional 1 Cold.; Insidious Cold; Dealing Cold damage with a spell possibly inflicts Chilled upon the target.; Ray of Frost; Cast as a cantrip at will.","Underdark: Created by combining the components carried by the three Drow mages competing to discover the Adamantine Forge: Icy Crystal - carried by Filro the Forgotten near the Sussur Tree; Icy Helve - carried by Dhourn, west of the Selûnite Outpost; Icy Metal - looted from Xargrim the Pale Corpse within the Myconid Colony, in the secret area unlocked by completing the quest Defeat the Duergar Intruders at X: 49 Y: -72, by casting Knock, or by using a skill like Misty Step from the right angle","https://bg3.wiki/wiki/Quarterstaves"
"Staff of Cherished Necromancy","Very Rare","+2","1d6 + 2; 1d4","Bludgeoning; Necrotic","1.8","480","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Heightened Necromancy; Creatures have Disadvantage on Saving Throws against your necromancy spells.; Life Essence Harvest; When the wielder kills a hostile creature with a spell, they greedily absorb its energy and gain Life Essence until their next Long Rest.","Philgrave's Mansion X: 14 Y: -160: Carried by Mystic Carrion","https://bg3.wiki/wiki/Quarterstaves"
"Staff of Spellpower","Very Rare","+2","1d6 + 2","Bludgeoning","1.8","480","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.; Arcane Battery; Alleviate the arcane burden of spellcasting with the power of this staff. The next spell you cast doesn't cost a spell slot.","House of Hope X: -6486 Y: 2939: In Raphael's Vault across from the entrance to the Boudoir","https://bg3.wiki/wiki/Quarterstaves"
"Staff of the Ram","Very Rare","+2","1d6 + 2","Bludgeoning","1.8","480","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Staff of the Ram; Once per turn, the blow possibly knocks a foe back 2 m / 7 ft and Stuns them. This has no effect on dragons or Huge creatures.","Elerrathin's Home X: -1572 Y: 976: In an opulent chest in the basement","https://bg3.wiki/wiki/Quarterstaves"
"Woe","Very Rare","+2","1d6 + 2","Bludgeoning","1.8","480","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.; Arcane Vampirism; When the creatures affected by your spells fail any associated Saving Throws, you regain 1d4 Hit Points.; Blight; Cast as a level 4 spell ( Recharge: Long rest.)","Cazador's Dungeon X: -1925 Y: 944: Reward for defeating Cazador Szarr during the quest The Pale Elf","https://bg3.wiki/wiki/Quarterstaves"
"Markoheshkir","Legendary","+2","1d6 + 2","Bludgeoning","1.8","640","1d8 (1~8) + Strength modifier Bludgeoning; Versatile; Melee: 1.5 m (5 ft); Dippable","Topple","Arcane Enchantment; You gain a +1 bonus to Spell Save DC and Spell Attack rolls.; Arcane Battery; Alleviate the arcane burden of spellcasting with the power of this staff. The next spell you cast doesn't cost a spell slot.; Kereska's Favour; Imbue yourself with elemental energy sourced from the draconic goddess, Kereska. ( Recharge: Short rest.)","Ramazith's Tower X: 4970 Y: 705: in a Globe of Invulnerability","https://bg3.wiki/wiki/Quarterstaves"
