"item","rarity","enchantment","damage","damage_type","weight_kg","price_gp","shared_properties","shared_action","special","where_to_find","source_url"
"Poo-Scraper","Common","","1d4","Piercing","0.45","2","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","","Apothecary's Cellar X: -666 Y: -330: In the skeleton area","https://bg3.wiki/wiki/Daggers"
"Artificial Leech (+1)","Uncommon","+1","1d4 + 1","Piercing","0.45","65","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Bloodletting; Pierce an enemy's flesh and possible make them Bleed. Some undead and constructs can't suffer bleeding. ( Recharge: Short rest.)","House of Healing X: -201 Y: 50: Carried by Sister Geanne","https://bg3.wiki/wiki/Daggers"
"Assassin's Touch","Uncommon","+1","1d4 + 1","Piercing","0.45","40","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Deathly Slumber; Deals an additional 1d4 Necrotic to creatures that are Knocked Out or Sleeping.","Shattered Sanctum X: 333 Y: 41: Reward for completing the quest Save the Goblin Sazza by escorting Sazza to the Goblin Camp; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Daggers"
"Dagger +1","Uncommon","+1","1d4 + 1","Piercing","0.45","40","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","","Sold by any trader using the magic melee table; On a small hill overlooking the barn at the Blighted Village, stuck into a piece of meat roasting over a campfire","https://bg3.wiki/wiki/Daggers"
"Hunter's Dagger","Uncommon","+1","1d4 + 1","Piercing","0.45","65","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Rupturing; On a hit, the target becomes Ruptured for 3 turns.","Shattered Sanctum X: 272 Y: -31: Sold by Roah Moonglow, to the left beyond the sanctum entrance","https://bg3.wiki/wiki/Daggers"
"Murderous Cut","Uncommon","+1","1d4 + 1","Piercing","0.45","65","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Prey Upon the Weak; This weapon deals an additional 1d4 Piercing damage against targets with 50% of their hit points or fewer.","Carried by several Bhaal cultists throughout Act Three","https://bg3.wiki/wiki/Daggers"
"Ritual Dagger","Uncommon","","1d4","Piercing","0.45","320","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","The Pain Maiden's Blessing; After a successful attack with this dagger, the wielder receives a +1d4 bonus to Attack Rolls and Saving Throws until the end of their next turn.[See: Bugs]; Blood Sacrifice; Pain is a path to power. Take 1d4 Slashing damage to receive +1d4 bonus to Attack rolls and Saving throws.","Shattered Sanctum X: 338 Y: -26: Near Abdirak or carried by him","https://bg3.wiki/wiki/Daggers"
"Ritual Dagger of Shar","Uncommon","+1","1d4 + 1; 1d4","Piercing; Necrotic","0.45","65","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","","Sharran Sanctuary X: 249 Y: -847: on an altar in a hidden room at the bottom of the sanctuary","https://bg3.wiki/wiki/Daggers"
"Syringe (+1)","Uncommon","+1","1d4 + 1","Piercing","0.45","65","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Inject Nostrum; Inject an enemy with the mysterious liquid in your syringe and possibly Poison them. ( Recharge: Short rest.)","House of Healing X: -201 Y: 50: Carried by Sister Anya","https://bg3.wiki/wiki/Daggers"
"Worgfang","Uncommon","","1d4","Piercing","0.45","260","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Goblin's Undoing; Goblins have Disadvantage on Attack rolls against the wielder.","Worg Pens X: 386 Y: -17: On a pile of bones in one of the cells; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Daggers"
"Cold Snap","Rare","","1d4; 1d4","Piercing; Cold","0.45","190","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Off-hand only:Chilling Counter; When a creature misses you with an attack, it receives Chilled for 2 turns.[See: Bugs]; Armour Class +1 (Off-Hand Only)","Rivington X: 43 Y: -101: Sold by Ferg Drogher near the Requisitioned Barn","https://bg3.wiki/wiki/Daggers"
"Dagger +2","Rare","+2","1d4 + 2","Piercing","0.45","95","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","","Highberry's Home X: 20 Y: -34: Carried by Dolor at the Wine Festival; Sold by various traders in Act Three; Upper City: Carried by Assassin's Folly at the end of Act Three, if a Rogue is in the party; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Daggers"
"Dolor Amarus","Rare","+2","1d4 + 2","Piercing","0.45","190","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Dolor Amarus; When you land a Critical Hit with a weapon or unarmed attack,[See: Bugs] it deals an additional 7 damage.","Highberry's Home X: 20 Y: -34: Carried by Dolor; Murder Tribunal X: -1263 Y: 511: Sold by Echo of Abazigal","https://bg3.wiki/wiki/Daggers"
"Dread Iron Dagger","Rare","+1","1d4 + 1","Piercing","0.45","190","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Dread Iron Ambush; While its wielder is hidden, this weapon deals an extra 1d6 Necrotic.","Murder Tribunal X: -1263 Y: 511: Sold by Echo of Abazigal","https://bg3.wiki/wiki/Daggers"
"Gleamdance Dagger","Rare","+2","1d4 + 2","Piercing","0.45","190","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Gleamdance Dagger: Glowing; This object shines with a glowing light in a radius of 6 m / 20 ft.; Off-hand only:Gleamdancer; When this dagger is wielded in the off-hand, the wielder gains a +1 bonus to Armour Class.","Western Beach X: -210 Y: 99: Carried by Farlin at the beaches west of Rivington; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Daggers"
"Sussur Dagger","Rare","+1","1d4 + 1","Piercing","0.45","80","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Silences the target on hit if it fails a DC 12 Constitution saving throw.","Blighted Village X: -477 Y: -378: Reward for completing the quest Finish the Masterwork Weapon","https://bg3.wiki/wiki/Daggers"
"Rhapsody","Very Rare","+1","1d4 + 1","Piercing","0.45","480","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Scarlet Remittance; Gain a +1 bonus to Attack rolls, damage, and Spell Save DC for every foe you slay, up to a maximum of +3.; Sweet Bloodletting; Possibly inflict Bleeding when hitting a creature with this weapon while Hiding or Invisible.; At 3 stacks of Scarlet Remittance: ; Scarlet Feast; If you have a +3 bonus from Scarlet Remittance, consume it to empower yourself in combat. ( Recharge: Long rest.)","Cazador's Dungeon X: -1925 Y: 944: Carried by Cazador Szarr","https://bg3.wiki/wiki/Daggers"
"Stillmaker","Very Rare","+2","1d4 + 2","Piercing","0.45","480","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Hold Person; Cast as a level 3 spell ( Recharge: Long rest.)","Open Hand Temple X: 67 Y: -1018: In a hole in the area underneath the temple","https://bg3.wiki/wiki/Daggers"
"Bloodthirst","Legendary","+2","1d4 + 2","Piercing","0.45","640","One-Handed; Melee: 1.5 m (5 ft); Finesse; Light; Thrown; Dippable","Piercing Strike","Improved Critical; The number you need to roll a Critical Hit while attacking is reduced by 1. This effect can stack.; Main hand only:Exploit Weakness; Creatures hit with this weapon receive Vulnerability to Piercing damage.; Off-hand only:True Strike Riposte; When a creature misses you with a melee attack, you may retaliate and gain True Strike.; True Strike; Cast as a cantrip ( Recharge: Short rest.); Bound Weapon; Armour Class +1 (Off-Hand Only)","Bhaal Temple X: 61 Y: 1004: Carried by Orin during the quest Get Orin's Netherstone","https://bg3.wiki/wiki/Daggers"
