"rarity","item","armour_type","proficiency","weight_kg","price_gp","special","where_to_find","source_url"
"Common","Ignoble Hat","Non-Armour","None","0.5","5","","Found as random loot throughout the game; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Old Floppy Hat","Non-Armour","None","0.5","5","","Throughout the game as set-dressing and random loot","https://bg3.wiki/wiki/Headwear"
"Common","Rufflesome Blaggart Hat","Non-Armour","None","0.5","5","","Found throughout the game as set-dressing and random loot; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Snakeskin Hat","Non-Armour","None","0.5","5","","Can be found in the disguise room of the Sharran Enclave in Baldur's Gate; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Whispering Mask","Non-Armour","None","0.5","1","If Ethel is dead: Uncanny Sight; Part of the Flock; Auntie Ethel welcomes you, dearie.","Riverside Teahouse: 4x – on a table in the Overgrown Tunnel Entrance Gallery, just before the Gnarled Door; Riverside Teahouse: Worn by Mask of Vengeance, Mask of Servitude, Mask of Regret, and Mask of Terror, the thralls located in the Overgrown Tunnel; Lower City: Worn by Mask of Vengeance, Mask of Servitude, Mask of Terror, and Captain Grisly, the thralls located in the Blushing Mermaid","https://bg3.wiki/wiki/Headwear"
"Common","Wide-Brimmed Hat","Non-Armour","None","0.5","5","","Facemaker's Boutique X: -163 Y: -38: Sold by Figaro Pennygood; Carm's Garms X: 18 Y: 135: Sold by Carmen Pennygood; Sorcerous Sundries X: -14 Y: -72: Sold by from Lorroakan's Projection or Rolan's Projection; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Wizard Hat","Non-Armour","None","0.5","5","","Can be found by the fountain in Bloomridge Park in Baldur's Gate","https://bg3.wiki/wiki/Headwear"
"Uncommon","Browbeaten Circlet","Non-Armour","None","0.5","90","Browbeaten; The wearer gains a +1 bonus to spell save DC while Threatened.","Moonrise Towers Prison X: 569 Y: -652: in the evidence chest on the top floor of the Warden's tower; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Uncommon","Cap of Curing","Non-Armour","None","0.5","90","Soothing Songs; When you inspire an ally using Bardic Inspiration, they also regain 1d6 Hit Points.","Sacred Pool X: 289 Y: 488: In a locked gilded chest behind a pillar near to where Alfira is composing her song in the Emerald Grove","https://bg3.wiki/wiki/Headwear"
"Uncommon","Coldbrim Hat","Non-Armour","None","0.5","90","Coldbrim Chill; Once per turn, any condition inflicted on a target, also applies 2 turns of Encrusted with Frost.[See: Bugs]","Moonrise Towers X: -155 Y: -173: In a locked chest in a hidden room behind a bookcase in Balthazar's Chambers; Sorcerous Sundries: On a table by the Lava Elemental","https://bg3.wiki/wiki/Headwear"
"Uncommon","Hat of Fire Acuity","Non-Armour","None","0.5","90","Fire Acuity; Whenever you deal Fire damage, you gain Arcane Acuity for 2 turns.","Last Light Inn X: -28 Y: 170: Carried by the Strange Ox in Dammon's blacksmith in Act Two; Rivington X: 38 Y: -149: Carried by the Strange Ox on a hill west of the requisitioned barn at the beginning of Act Three","https://bg3.wiki/wiki/Headwear"
"Uncommon","Hat of Storm Scion's Power","Non-Armour","None","0.5","90","Thunderous Acuity; Whenever the wearer deals Thunder damage, they gain Arcane Acuity.","Moonrise Towers X: -128 Y: -193: Sold by Araj Oblodra on the main floor; Lower City X: -92 Y: -78: Sold by Araj Oblodra in Crimson Draughts if not acquired from her in Act Two","https://bg3.wiki/wiki/Headwear"
"Uncommon","Infernal Mask","Non-Armour","None","0.5","90","","Carried by Orpheus if he is freed and joins the party during the assault on the Upper City.","https://bg3.wiki/wiki/Headwear"
"Uncommon","Key of the Ancients","Non-Armour","None","0.5","90","Nature +1; While standing in front of the stone door in Nettie's room in the Druid Grove, you can open a shortcut to the Underground Passage.","Underground Passage X: -438 Y: -180: Carried by Findal in the Underground Passage that connects to the Druid Grove; Variant This version of the Key of the Ancients is an uncommon rarity Helmet which grants the wearer a bonus to Nature checks.; The branches of this circlet are half-fossilised, passed down through generations of druids. Fabricated during the founding of the grove, the wreath is forever linked to its lands, the tiny rubies connected to its stones and structures, bidding them to do their bidding.","https://bg3.wiki/wiki/Headwear"
"Uncommon","Marksmanship Hat","Non-Armour","None","0.5","24","Marksmanship; You gain a +1 bonus to Ranged Attack rolls and Thrown Attack Rolls.","Moonrise Towers X: -174 Y: -179: Sold by Roah Moonglow on the main floor","https://bg3.wiki/wiki/Headwear"
"Uncommon","The Lifebringer","Non-Armour","None","0.5","90","Lifecharger; When the wearer gains Lightning Charges, they also gain 3 Temporary Hit Points. The temporary hit points disappear if the wearer runs out of Lightning Charges.","Ebonlake Grotto X: 111 Y: -89: Sold by Blurg","https://bg3.wiki/wiki/Headwear"
"Uncommon","The Shadespell Circlet","Non-Armour","None","0.5","90","Shadespell; While the wearer is obscured in shadow, their spells gain a +1 bonus to Spell Save DC, making them more likely to succeed.","Ebonlake Grotto X: 144 Y: 29: Sold by Omeluum after completing the quest Help Omeluum Investigate the Parasite","https://bg3.wiki/wiki/Headwear"
"Uncommon","Wapira's Crown","Non-Armour","None","0.5","90","Crowning Glory; When healing another, the wearer regains 1d6 hit points.","Secluded Chamber X: -53 Y: 67: Rewarded by Zevlor for helping the tiefling refugees during Save the Refugees, provided the monetary reward is accepted","https://bg3.wiki/wiki/Headwear"
"Uncommon","Warped Headband of Intellect","Non-Armour","None","0.5","250","Set the wearer's Intelligence score to 17. The enchantment has no effect if their Intelligence score is higher without it.","Blighted Village X: 13 Y: 366: Carried by Lump the Enlightened","https://bg3.wiki/wiki/Headwear"
"Rare","Cap of Wrath","Non-Armour","None","0.5","640","Last Stand; During combat, when the wearer starts their turn with 50% Hit Points or less, they gain Wrath for 2 turns.","Grymforge X: -617 Y: 320: Carried by Thudd","https://bg3.wiki/wiki/Headwear"
"Rare","Circle of Bones","Non-Armour","None","0.5","240","Animate Dead; Cast as a level 3 spell ( Recharge: Long rest.); Undead Ward; Allied undead within 6 m (20 ft) are Resistant to Bludgeoning, Slashing, and Piercing damage.[See: Bugs]","Gauntlet of Shar X: -845 Y: -793: Carried by Balthazar, at his altar; Shadowfell X: -604 Y: -1431: Carried by Balthazar, if he is later confronted near the Nightsong; Mind Flayer Colony X: 715 Y: -49: Carried by Balthazar, if he is allowed to abduct the Nightsong","https://bg3.wiki/wiki/Headwear"
"Rare","Circlet of Blasting","Non-Armour","None","0.5","300","Scorching Ray; Cast as a level 2 spell ( Recharge: Long rest.)","Ebonlake Grotto X: 111 Y: -89: Sold by Blurg","https://bg3.wiki/wiki/Headwear"
"Rare","Circlet of Mental Anguish","Non-Armour","None","0.5","240","Psychic Leech; When an enemy fails a Charisma, Intelligence, or Wisdom Saving throw against one of your spells or cantrips, you regain 1d4 hit points.","Mind Flayer Colony X: 748 Y: -141: On a skeleton in the Necrotic Laboratory; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Rare","Circlet of Psionic Revenge","Non-Armour","None","0.5","240","Psionic Revenge; When you succeed a Saving throw, the foe that caused the throw takes 1d4 Psychic. Githyanki also gain a +1 bonus to Intelligence, Wisdom, and Charisma Saving throws.","Crèche Y'llek X: 1392 Y: -752: Carried by Githyanki Inquisitor Ch'r'ai W'wargaz in the Inquisitor's Chamber","https://bg3.wiki/wiki/Headwear"
"Rare","Diadem of Arcane Synergy","Non-Armour","None","0.5","240","Synergetic Moments; When you inflict a condition, gain Arcane Synergy for 2 turns.[See: Bugs]","Crèche Y'llek X: 1365 Y: -663: Carried by Ardent Jhe'rezath in the Inquisitor's Chamber","https://bg3.wiki/wiki/Headwear"
"Rare","Fistbreaker Helm","Non-Armour","None","0.5","60","High Spellcasting; You gain a +1 bonus to Spell Save DC.; Seldom Caught Unawares; You gain a +1 bonus to Initiative rolls.","Moonrise Towers X: -164 Y: -167: Sold by Lann Tarv on the main floor; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Rare","Gibus of the Worshipful Servant","Non-Armour","None","0.5","35","Lickspittle's Alertness; At the start of combat, the wearer gains Momentum equal to their Charisma Modifier.; Multitasking; You gain Advantage on Concentration Saving throws.","Bhaal Temple X: 56 Y: 1006: On Sceleritas Fel if the Dark Urge refuses Bhaal's gift after defeating Orin; Devil's Fee X: -38 Y: 17: Lying on Helsik's desk on the ground floor (in some, but not all, play throughs); Devil's Fee X: -38 Y: 17: Sold by Helsik (has not been verified for all play through scenarios)","https://bg3.wiki/wiki/Headwear"
"Rare","Haste Helm","Non-Armour","None","0.5","240","Smooth Start; At the start of combat, the wearer gains Momentum for 3 turns.","Blighted Village X: 29 Y: 405: Inside the Moss-Covered Chest","https://bg3.wiki/wiki/Headwear"
"Rare","Hat of the Sharp Caster","Non-Armour","None","0.5","50","Sharp Caster; When you roll a 1 or 2 on a damage die(s) for a Spell Attack, that die(s) is rerolled once.","Devil's Fee X: -29 Y: 6: Sold by Tara on the roof of the Devil's Fee","https://bg3.wiki/wiki/Headwear"
"Rare","Hat of Uninhibited Kushigo","Non-Armour","None","0.5","240","Lay Bare Their Weakness; After dealing damage with an unarmed attack, the wearer gains a +1 bonus to their spell save DC until the end of their turn.","Last Light Inn X: -31 Y: 130: Sold by Quartermaster Talli near the Last Light Inn waypoint","https://bg3.wiki/wiki/Headwear"
"Rare","Scabby Pugilist Circlet","Non-Armour","None","0.5","120","Martial Bravery; Your weapon and unarmed attacks deal an additional 2 damage while surrounded by 2 or more foes.","Rivington X: 56 Y: -120: Sold by Mattis near the Requisitioned Barn if he survives to Act Three","https://bg3.wiki/wiki/Headwear"
"Rare","The Pointy Hat","Non-Armour","None","0.5","35","Glorious Pointy Hat; You gain a bonus to your Persuasion checks equal to your Intelligence Modifier.","Circus of the Last Days X: -85 Y: -24: In a chest behind Lucretious","https://bg3.wiki/wiki/Headwear"
"Very Rare","Assassin of Bhaal Cowl","Non-Armour","None","0.5","450","See Invisibility; Cast as a level 2 spell ( Recharge: Short rest.); Murderous Sight; You can see in the dark up to 3 m (10 ft). In addition, you gain a +2 bonus to Initiative.","Murder Tribunal X: -1263 Y: 511: Sold by Echo of Abazigal","https://bg3.wiki/wiki/Headwear"
"Very Rare","Birthright","Non-Armour","None","0.5","410","Charisma +2 (up to 22)","Sorcerous Sundries X: -14 Y: -72: Sold by Lorroakan's Projection or Rolan on the ground floor","https://bg3.wiki/wiki/Headwear"
"Very Rare","Bonespike Helmet","Non-Armour","None","0.5","450","Intimidation +2; Menacing Attack (Melee); Possibly Frighten your target. They'll have Disadvantage on ability checks and Attack Rolls and be unable to move. ( Recharge: Per turn.); Fury In The Marrow; When you Rage, hostile creatures in a 3 m / 10 ft radius must succeed a Weapon action DC Wisdom saving throw or take 2d4 Psychic damage. The targets receive half damage on a save.","Lower City Sewers X: -157 Y: 939: Sold by Voiceless Penitent Bareki","https://bg3.wiki/wiki/Headwear"
"Very Rare","Circlet of Hunting","Non-Armour","None","0.5","230","Hunter's Eye; You gain a +1d4 bonus to Attack rolls against creatures marked by Hunter's Mark, True Strike, Faerie Fire, or Guiding Bolt.","Moonrise Towers X: -128 Y: -193: Sold by Araj Oblodra on the main floor; Lower City X: -92 Y: -78: Sold by Araj Oblodra in Crimson Draughts if not acquired from her in Act Two","https://bg3.wiki/wiki/Headwear"
"Very Rare","Helldusk Helmet","Non-Armour","None","1","570","Attackers can't land Critical Hits on the wearer.; Immolating Gaze; Sear and Frighten a target with nothing but your glower. ( Recharge: Short rest.); Infernal Sight; You can see in magical[See: Bugs] and ordinary darkness up to a range of 12 m / 40 ft. You cannot be Blinded.; Magical Durability; The wielder has a +2 bonus to Saving throws against spells.","House of Hope X: -6482 Y: 2939: In Raphael's Vault across from the entrance to the Boudoir","https://bg3.wiki/wiki/Headwear"
"Very Rare","Hood of the Weave","Non-Armour","None","0.5","1450","Arcane Enchantment; You gain a +2 bonus to Spell Save DC and Spell Attack rolls.","Philgrave's Mansion X: 14 Y: -160: Sold by Mystic Carrion; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Very Rare","Horns of the Berserker","Non-Armour","None","0.5","230","Seeking Blood; You gain a +2 bonus to Attack rolls when attacking creatures that have already taken damage.; Blood Thirst; Unarmed and melee attacks will deal an extra 2 Necrotic damage as long as you don't have your full health. If you don't deal any damage this turn, you will take 1d4 Necrotic damage at the end of your turn.","Danthelon's Dancing Axe X: -10 Y: 143: Sold by Entharl Danthelon in Wyrm's Crossing","https://bg3.wiki/wiki/Headwear"
"Very Rare","Jannath's Hat","Non-Armour","None","0.5","450","Advantage on Persuasion Checks.; Advantage on Deception Checks.","The Counting House X: -714 Y: 863: In the High Security Vault nº2","https://bg3.wiki/wiki/Headwear"
"Very Rare","Mask of Soul Perception","Non-Armour","None","0.5","1300","Detect Thoughts; Cast as a level 2 spell ( Recharge: Short rest.); Soul Perception; Gain a +2 bonus to Attack rolls, Initiative Rolls, and Perception Checks.","Devil's Fee X: -33 Y: 20: In a locked Gilded Chest ( DC 20 Sleight of Hand Check) in Helsik's room upstairs","https://bg3.wiki/wiki/Headwear"
"Very Rare","Pyroquickness Hat","Non-Armour","None","0.5","160","Fiery Return; When you deal Fire damage with a levelled spell, you Burn yourself and gain an additional Bonus Action this round.","Sorcerous Vault X: 411 Y: 997: In an invisible chest in the vault of Elminster","https://bg3.wiki/wiki/Headwear"
"Very Rare","Shapeshifter Hat","Non-Armour","None","0.5","70","Nature +1; Nature's Embrace; Increase your Wild Shape Charge by 1. This additional charge is restored upon taking a Long Rest.","Devil's Fee X: -38 Y: 17: Sold by Helsik once her special stock is unlocked","https://bg3.wiki/wiki/Headwear"
"Legendary","Mask of the Shapeshifter","Non-Armour","None","0.5","1","Disguise Self; Magically change all aspects of your appearance.","In the Traveller's Chest at the Campsite","https://bg3.wiki/wiki/Headwear"
"Story","Key of the Ancients","Non-Armour","None","0.5","90","Nature +1; While standing in front of the stone door in Nettie's room in the Druid Grove, you can open a shortcut to the Underground Passage.","Underground Passage X: -438 Y: -180: Carried by Findal in the Underground Passage that connects to the Druid Grove; Variant This version of the Key of the Ancients is an uncommon rarity Helmet which grants the wearer a bonus to Nature checks.; The branches of this circlet are half-fossilised, passed down through generations of druids. Fabricated during the founding of the grove, the wreath is forever linked to its lands, the tiny rubies connected to its stones and structures, bidding them to do their bidding.","https://bg3.wiki/wiki/Headwear"
"Common","Angelic Plume Helmet","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Frayed Drow Hood","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","In a backpack amongst the petrified drow, to the west of the Selûnite Outpost in the Underdark, at X: 125 Y: -253","https://bg3.wiki/wiki/Headwear"
"Common","Leather Helmet","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","Ravaged Beach X: 195 Y: 252: In a locked wooden trunk; Emerald Grove X: 177 Y: 562: Sold by Dammon; Shattered Sanctum X: 272 Y: -31: Sold by Roah Moonglow; Myconid Colony X: 55 Y: -93: Sold by Derryth Bonecloak; Worn by several characters throughout the game; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Leatherstring Helmet","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Red Carmine Mask","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","Philgrave's Mansion: On the top floor; Baldur's Gate X: -66 Y: -34: On the second floor of Szarr Palace South Tower, sitting on a shelf; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Rich Arcanist Helmet","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Scorpion Helmet","Light","Light Armour","0.5","25","Dexterity Saving Throws +1","In a crate on the ground next to Dammon in The Hollow; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Uncommon","Covert Cowl","Light","Light Armour","0.5","70","Dexterity Saving Throws +1; Covert Critical; While obscured, the number you need to roll a Critical Hit while attacking is reduced by 1. This effect can stack.","Last Light Inn - Cellar X: 33 Y: -697: Carried by a Meenlock in the cellar of Last Light Inn","https://bg3.wiki/wiki/Headwear"
"Uncommon","Dark Justiciar Mask","Light","Light Armour","0.3","210","Intimidation +1","Abandoned Refuge X: -606 Y: 282: on a skeleton near the Ancient Forge Waypoint; Ruined Battlefield X: -35 Y: -88: next to a skeleton, presumably of Inquisitor Verzen Wranlock","https://bg3.wiki/wiki/Headwear"
"Uncommon","Helmet of Arcane Acuity","Light","Light Armour","0.5","70","Dexterity Saving Throws +1; Battle Acuity; Whenever you deal damage with a weapon attack, you gain Arcane Acuity for 2 turns.","Mason's Guild X: 107 Y: -758: In a locked and trapped Gilded Chest in a secret basement area","https://bg3.wiki/wiki/Headwear"
"Uncommon","Helmet of Autonomy","Light","Light Armour","0.5","70","Proficiency in Wisdom Saving Throws","Underdark X: 82 Y: -241: On a skeleton at the entrance to The Festering Cove; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Rare","Shadow of Menzoberranzan","Light","Light Armour","0.5","190","Shrouded in Shadow; Become Invisible. ( Recharge: Short rest.)","Ebonlake Grotto X: 52 Y: -70: On the ground next to Xargrim the Pale Corpse, in the secret area unlocked by completing the quest Defeat the Duergar Intruders","https://bg3.wiki/wiki/Headwear"
"Very Rare","Helmet of Grit","Light","Light Armour","0.5","360","Dexterity Saving Throws +1; Grit; When the wearer has 50% Hit Points or less, they have an additional Bonus Action.","Szarr Palace X: -1298 Y: 965: In a locked opulent chest in the room with the cursed corpse of Victoria","https://bg3.wiki/wiki/Headwear"
"Common","Adjustable Steel Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Oubliette X: 678 Y: -68: On a table/shelf in the Morgue; Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Blackplume Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","In the armoury below Oskar's painting studio in Lady Jannath's Estate; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Blaze Portyr's Ceremonial Flaming Fist Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","In a wooden chest behind Uktar in the Guildhall in the Lower City Sewers. X: -31 Y: 756","https://bg3.wiki/wiki/Headwear"
"Common","Cracked Helm of Shar","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Near a ritual circle in the Gauntlet of Shar X: -707 Y: -724; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Fierce Golden Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Oubliette X: 678 Y: -68: On a table/shelf in the Morgue; Cloister of Sombre Embrace X: -370 Y: -1674: On top of a rack inside the Armoury","https://bg3.wiki/wiki/Headwear"
"Common","Flaming Fist Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Carried by members of the Flaming Fist; Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Variant A Flaming Fist Helmet is a common Helmet.; Unadorned yet intimidating for that factor, this helm speaks to the quiet nobility and equally quiet dread the Fist inspire.","https://bg3.wiki/wiki/Headwear"
"Common","Flaming Fist Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Carried by members of the Flaming Fist; Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Variant A Flaming Fist Helmet is a common Helmet.; Unadorned yet intimidating for that factor, this helm speaks to the quiet nobility and equally quiet dread the Fist inspire.","https://bg3.wiki/wiki/Headwear"
"Common","Flaming Fist Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Carried by members of the Flaming Fist; Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Variant A Flaming Fist Helmet is a common Helmet.; Unadorned yet intimidating for that factor, this helm speaks to the quiet nobility and equally quiet dread the Fist inspire.","https://bg3.wiki/wiki/Headwear"
"Common","Formidable Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Cloister of Sombre Embrace X: -372 Y: -1671: On top of a rack inside the Armoury; Baldur's Gate X: -68 Y: -33: On the second floor of Szarr Palace South Tower, sitting on a shelf; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Goldgloss Heraldic Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Oubliette X: 678 Y: -68: On a table/shelf in the Morgue; Stormshore Armoury: On a stand behind Gloomy Fentonson; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Sold by numerous traders around the game; Worn by several characters throughout the game; Variant A Helmet is a common Helmet.; Eaten by time, this rusted helmet once bore a prominent sigil. Alas, it's long since faded to nothing.","https://bg3.wiki/wiki/Headwear"
"Common","Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Sold by numerous traders around the game; Worn by several characters throughout the game; Variant A Helmet is a common Helmet.; Eaten by time, this rusted helmet once bore a prominent sigil. Alas, it's long since faded to nothing.","https://bg3.wiki/wiki/Headwear"
"Common","Justiciar Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Gauntlet of Shar X: -840 Y: -813: Beside a skeleton in the room opposite to the Altar to Shar; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Opulent Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","On a shelf in Facemaker's Boutique[verify]; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
